time;vname;pose;bp0;bp1;bp2;bp3;bp4;bp5;bp6;bp7;bp8;bp9;bp10;bp11;bp12;bp13;bp14;bp15;bp16
0.42;videos/cuts_test/50wtf1.mp4;walk;(487.5, 95.75);(495.5, 89.75);(480.0, 89.75);(505.5, 100.5);(469.5, 99.5);(525.5, 150.5);(450.25, 151.38);(537.0, 210.5);(439.25, 211.25);(531.5, 262.75);(441.25, 262.5);(511.5, 264.75);(463.25, 264.5);(511.0, 354.75);(466.0, 354.5);(508.25, 437.5);(472.0, 437.0)
0.46;videos/cuts_test/50wtf1.mp4;walk;(487.5, 95.75);(495.25, 89.75);(479.75, 89.75);(505.5, 100.5);(469.25, 99.38);(525.0, 150.5);(450.0, 151.5);(537.0, 210.5);(439.0, 211.25);(531.5, 262.75);(441.25, 262.5);(511.25, 264.75);(463.25, 264.75);(511.0, 354.75);(466.0, 354.5);(508.25, 437.5);(472.0, 437.0)
0.5;videos/cuts_test/50wtf1.mp4;walk;(487.25, 95.88);(495.0, 89.75);(479.75, 89.75);(505.25, 100.25);(469.0, 99.38);(525.0, 150.5);(450.0, 151.38);(537.0, 210.5);(439.0, 211.25);(531.0, 262.75);(441.0, 262.5);(511.25, 264.75);(463.0, 264.75);(511.0, 354.75);(465.75, 354.5);(508.25, 437.5);(472.0, 437.0)
0.54;videos/cuts_test/50wtf1.mp4;walk;(487.0, 96.0);(494.75, 89.88);(479.5, 89.75);(505.0, 100.25);(469.0, 99.25);(524.5, 150.25);(449.75, 151.25);(536.5, 210.38);(438.75, 211.12);(531.0, 262.75);(441.0, 262.5);(511.0, 264.5);(463.0, 264.5);(510.75, 354.5);(465.75, 354.25);(508.25, 437.5);(472.0, 437.0)
0.58;videos/cuts_test/50wtf1.mp4;walk;(486.75, 96.0);(494.75, 90.0);(479.25, 89.88);(504.75, 100.75);(468.5, 99.38);(524.5, 150.25);(449.5, 151.5);(536.5, 210.25);(438.5, 211.38);(531.0, 262.75);(441.0, 262.5);(511.0, 264.5);(463.0, 264.5);(510.75, 354.5);(465.75, 354.25);(508.5, 437.5);(472.25, 437.0)
0.63;videos/cuts_test/50wtf1.mp4;walk;(486.25, 96.0);(494.25, 90.12);(479.0, 90.0);(504.25, 101.0);(468.25, 99.5);(524.0, 150.5);(449.25, 151.5);(536.5, 210.38);(438.25, 211.25);(531.0, 263.0);(441.0, 262.75);(511.0, 264.75);(463.0, 265.0);(511.0, 354.75);(466.0, 354.5);(508.5, 437.5);(472.25, 437.0)
0.67;videos/cuts_test/50wtf1.mp4;walk;(486.0, 96.12);(493.75, 90.12);(478.5, 90.0);(504.0, 100.62);(468.0, 99.38);(524.0, 150.38);(449.0, 151.5);(536.0, 210.25);(438.0, 211.12);(531.0, 263.0);(441.0, 262.5);(511.0, 264.5);(463.0, 264.75);(510.75, 354.5);(466.0, 354.25);(508.5, 437.0);(472.25, 436.5)
0.71;videos/cuts_test/50wtf1.mp4;walk;(485.25, 96.38);(493.0, 90.5);(478.0, 90.25);(503.25, 100.75);(467.5, 99.5);(523.5, 150.5);(448.5, 151.75);(536.0, 210.5);(437.75, 211.25);(530.5, 263.0);(441.0, 262.75);(511.0, 265.0);(463.0, 265.25);(511.0, 354.75);(466.0, 354.5);(508.5, 437.25);(472.5, 436.5)
0.75;videos/cuts_test/50wtf1.mp4;walk;(484.5, 96.5);(492.5, 90.75);(477.5, 90.38);(502.75, 101.12);(467.0, 99.62);(523.0, 150.75);(448.0, 152.0);(536.0, 210.5);(437.5, 211.25);(530.5, 263.0);(440.75, 262.5);(510.75, 265.0);(462.75, 265.25);(511.0, 354.75);(466.0, 354.5);(508.75, 437.25);(473.0, 436.75)
0.79;videos/cuts_test/50wtf1.mp4;walk;(484.0, 97.0);(491.75, 91.12);(476.75, 90.75);(502.0, 101.25);(466.0, 99.62);(522.0, 151.0);(447.0, 152.25);(535.0, 211.0);(436.75, 211.62);(530.0, 263.0);(440.75, 262.75);(510.5, 265.25);(462.75, 265.5);(511.25, 355.25);(466.5, 355.25);(509.0, 437.5);(473.25, 437.25)
0.83;videos/cuts_test/50wtf1.mp4;walk;(483.5, 97.62);(491.25, 91.62);(476.0, 91.12);(501.25, 101.5);(465.25, 100.12);(521.0, 151.25);(446.5, 152.75);(534.5, 211.12);(436.25, 212.25);(530.0, 263.25);(440.75, 263.0);(510.25, 265.25);(462.5, 265.75);(511.5, 355.25);(467.0, 355.5);(509.0, 437.5);(473.75, 437.0)
0.88;videos/cuts_test/50wtf1.mp4;walk;(482.25, 98.62);(490.0, 92.25);(474.75, 92.12);(500.0, 102.0);(463.75, 101.0);(520.0, 151.75);(445.5, 153.38);(533.5, 211.0);(435.0, 213.0);(530.0, 263.5);(440.5, 263.75);(510.25, 265.25);(462.5, 266.25);(512.0, 355.5);(467.25, 356.25);(509.5, 438.0);(474.0, 437.25)
0.92;videos/cuts_test/50wtf1.mp4;walk;(480.5, 99.25);(488.5, 93.12);(473.0, 92.75);(499.0, 102.38);(462.5, 101.12);(519.0, 151.75);(444.0, 153.38);(533.5, 211.75);(434.0, 214.12);(530.5, 265.0);(440.0, 265.5);(510.25, 264.75);(462.5, 265.75);(512.5, 354.75);(467.5, 355.0);(509.75, 438.5);(474.25, 436.75)
0.96;videos/cuts_test/50wtf1.mp4;walk;(479.0, 101.0);(486.5, 95.0);(471.5, 94.31);(497.0, 104.06);(460.5, 102.12);(517.0, 152.75);(442.0, 154.62);(532.0, 211.88);(432.75, 214.88);(530.5, 264.5);(439.25, 266.5);(510.25, 266.0);(462.5, 267.5);(513.0, 355.25);(467.75, 356.0);(510.5, 438.25);(475.0, 436.75)
1.0;videos/cuts_test/50wtf1.mp4;fall;(477.5, 103.88);(484.75, 97.5);(470.0, 96.88);(493.75, 106.38);(458.5, 104.62);(514.0, 154.62);(439.5, 156.75);(530.0, 212.62);(430.75, 216.38);(530.0, 263.25);(439.25, 266.5);(510.25, 267.25);(463.0, 269.25);(514.5, 355.25);(469.0, 357.5);(512.5, 435.5);(476.25, 436.0)
1.04;videos/cuts_test/50wtf1.mp4;fall;(475.25, 107.0);(482.5, 100.62);(467.75, 99.75);(491.25, 108.75);(455.75, 106.5);(511.25, 157.0);(436.75, 159.25);(528.5, 213.62);(428.75, 219.0);(530.0, 264.0);(438.75, 268.0);(509.75, 268.25);(462.5, 270.75);(517.0, 355.5);(470.0, 358.5);(514.0, 435.0);(476.75, 435.25)
1.08;videos/cuts_test/50wtf1.mp4;fall;(472.0, 110.75);(479.5, 104.62);(465.25, 103.38);(488.5, 113.25);(452.75, 109.5);(507.75, 159.75);(433.75, 163.0);(527.0, 215.5);(426.25, 222.12);(531.0, 265.0);(438.0, 271.0);(510.0, 270.5);(463.25, 273.5);(520.5, 356.5);(472.75, 359.0);(515.5, 434.0);(477.75, 434.0)
1.13;videos/cuts_test/50wtf1.mp4;fall;(468.25, 116.5);(475.75, 110.12);(461.5, 108.75);(484.25, 118.25);(448.5, 114.25);(502.75, 163.88);(429.5, 168.25);(524.5, 217.88);(423.5, 227.88);(532.0, 266.0);(436.75, 276.75);(510.5, 272.25);(464.5, 276.5);(526.5, 357.5);(476.5, 360.0);(518.0, 432.0);(479.5, 432.0)
1.17;videos/cuts_test/50wtf1.mp4;fall;(463.0, 123.62);(470.5, 117.25);(456.0, 115.88);(479.0, 123.0);(443.25, 120.19);(497.0, 170.12);(423.75, 174.88);(521.5, 222.5);(420.0, 235.12);(532.0, 269.5);(436.25, 283.0);(510.5, 278.0);(464.0, 283.5);(532.0, 359.25);(482.5, 366.0);(519.5, 432.75);(480.5, 427.5)
1.21;videos/cuts_test/50wtf1.mp4;fall;(458.0, 133.5);(465.5, 126.75);(451.0, 125.0);(473.25, 132.75);(437.25, 127.5);(490.0, 176.75);(418.75, 184.38);(517.5, 227.25);(415.5, 246.0);(530.5, 272.75);(436.25, 292.25);(510.5, 282.0);(467.25, 290.75);(537.0, 365.25);(495.5, 379.5);(519.5, 434.5);(481.75, 418.5)
1.25;videos/cuts_test/50wtf1.mp4;fall;(452.0, 144.0);(459.25, 137.5);(445.0, 135.5);(466.5, 143.0);(430.25, 137.38);(482.5, 185.88);(412.25, 194.25);(511.5, 234.12);(412.0, 255.38);(530.0, 278.25);(435.25, 302.5);(507.25, 286.25);(465.25, 295.75);(542.0, 366.25);(497.25, 380.0);(521.5, 433.0);(487.25, 420.75)
1.29;videos/cuts_test/50wtf1.mp4;fall;(444.0, 156.25);(451.5, 150.5);(437.5, 148.25);(458.75, 154.75);(422.75, 148.62);(474.25, 196.5);(404.5, 206.12);(506.0, 242.75);(408.0, 268.0);(528.5, 282.25);(431.75, 315.75);(508.5, 291.25);(465.0, 303.25);(549.5, 365.5);(506.75, 384.5);(524.0, 429.25);(497.5, 419.25)
1.33;videos/cuts_test/50wtf1.mp4;fall;(436.0, 171.75);(443.25, 165.5);(429.25, 163.62);(450.5, 169.12);(413.5, 164.0);(466.0, 209.38);(397.75, 222.25);(496.5, 252.25);(404.0, 284.25);(525.0, 288.25);(431.5, 331.75);(505.0, 299.25);(463.0, 312.5);(555.0, 372.0);(510.5, 382.75);(523.5, 419.0);(522.5, 426.25)
1.38;videos/cuts_test/50wtf1.mp4;fall;(426.25, 190.25);(433.25, 183.75);(420.0, 181.62);(440.0, 186.12);(403.5, 179.75);(455.25, 223.5);(388.75, 239.5);(488.0, 264.5);(396.5, 300.75);(520.0, 296.0);(431.25, 347.5);(503.5, 309.5);(463.75, 326.0);(558.0, 380.0);(515.0, 400.75);(528.0, 426.75);(524.0, 428.5)
1.42;videos/cuts_test/50wtf1.mp4;fall;(415.5, 210.75);(422.25, 203.75);(408.5, 202.0);(429.0, 205.75);(391.5, 200.5);(444.75, 240.75);(379.5, 261.0);(479.5, 279.0);(390.75, 321.0);(515.0, 308.25);(426.25, 366.0);(504.75, 324.25);(465.75, 346.0);(563.0, 386.5);(509.0, 424.0);(530.0, 416.25);(525.0, 414.25)
1.46;videos/cuts_test/50wtf1.mp4;fall;(404.5, 235.12);(410.75, 227.88);(397.5, 226.5);(416.75, 229.5);(380.0, 225.62);(434.0, 263.0);(371.75, 288.0);(473.5, 296.75);(389.0, 345.0);(508.25, 322.5);(427.75, 386.5);(498.25, 342.25);(462.25, 366.5);(563.5, 398.0);(518.0, 432.0);(530.5, 427.5);(523.5, 432.75)
1.5;videos/cuts_test/50wtf1.mp4;fall;(391.25, 262.25);(396.75, 254.12);(383.0, 253.25);(402.25, 254.12);(364.5, 252.25);(421.75, 285.0);(361.0, 316.0);(461.25, 317.25);(382.5, 372.5);(500.75, 337.25);(421.25, 412.5);(488.5, 356.0);(453.75, 383.25);(555.0, 401.0);(500.75, 442.5);(534.5, 410.0);(528.5, 460.0)
1.54;videos/cuts_test/50wtf1.mp4;fall;(377.5, 291.0);(382.5, 282.75);(368.5, 282.75);(389.75, 284.25);(349.75, 283.5);(410.75, 311.25);(353.5, 348.25);(452.0, 338.75);(377.5, 406.0);(495.0, 354.0);(422.75, 443.25);(485.75, 377.5);(459.5, 411.5);(547.0, 413.25);(519.0, 471.25);(532.0, 425.0);(521.5, 438.5)
1.58;videos/cuts_test/50wtf1.mp4;fall;(362.0, 323.5);(366.0, 315.25);(353.0, 315.25);(371.25, 317.25);(335.0, 321.0);(394.25, 343.5);(343.75, 383.5);(446.0, 363.0);(366.0, 441.0);(496.75, 375.0);(418.75, 459.0);(464.0, 396.25);(447.5, 434.5);(504.5, 392.25);(520.0, 470.75);(532.0, 419.75);(533.0, 457.0)
1.63;videos/cuts_test/50wtf1.mp4;fallen;(342.0, 359.0);(345.0, 351.0);(333.25, 352.5);(351.5, 351.25);(317.25, 359.75);(378.5, 376.5);(329.5, 413.5);(429.0, 396.25);(359.25, 451.5);(458.75, 398.25);(417.75, 450.0);(444.0, 415.25);(424.0, 445.0);(511.0, 420.75);(503.5, 458.75);(533.0, 438.5);(532.5, 446.0)
1.67;videos/cuts_test/50wtf1.mp4;fallen;(329.5, 386.75);(329.0, 379.75);(320.0, 384.5);(331.5, 379.75);(300.5, 395.5);(354.5, 397.25);(319.0, 437.5);(399.75, 410.0);(367.75, 455.5);(422.0, 412.5);(416.5, 431.25);(433.75, 421.75);(422.25, 448.5);(500.25, 415.75);(503.75, 433.25);(560.5, 414.5);(555.0, 425.25)
1.71;videos/cuts_test/50wtf1.mp4;fallen;(308.5, 399.0);(307.0, 391.75);(297.75, 401.25);(312.25, 389.75);(284.75, 412.75);(339.5, 400.75);(309.75, 439.0);(389.25, 415.25);(355.5, 460.75);(399.5, 419.25);(398.5, 422.0);(427.0, 408.25);(419.25, 437.75);(493.5, 394.0);(497.0, 426.25);(566.0, 391.75);(560.5, 428.75)
1.75;videos/cuts_test/50wtf1.mp4;fallen;(289.0, 398.0);(285.5, 389.25);(279.25, 402.25);(289.0, 387.0);(280.5, 421.75);(330.25, 402.5);(311.75, 436.5);(373.75, 410.5);(360.5, 454.0);(389.75, 403.25);(395.5, 411.0);(420.5, 415.5);(414.75, 441.25);(478.75, 385.25);(469.0, 398.5);(573.0, 387.0);(563.5, 423.25)
1.79;videos/cuts_test/50wtf1.mp4;fallen;(281.5, 400.25);(276.5, 391.75);(273.0, 405.75);(277.75, 387.75);(281.0, 427.0);(323.0, 400.5);(312.5, 436.0);(366.25, 404.25);(356.25, 450.5);(383.5, 390.75);(387.0, 400.25);(415.5, 408.25);(416.5, 440.5);(462.25, 361.75);(469.0, 404.0);(569.0, 357.75);(573.5, 434.5)
1.84;videos/cuts_test/50wtf1.mp4;fallen;(282.5, 400.0);(277.75, 392.5);(275.0, 405.0);(280.75, 388.5);(283.0, 428.5);(324.5, 405.75);(315.0, 434.75);(369.25, 403.5);(355.75, 447.0);(381.25, 377.0);(378.75, 391.0);(422.0, 404.25);(420.5, 433.75);(466.75, 354.25);(464.25, 401.0);(570.0, 343.25);(570.0, 428.5)
1.88;videos/cuts_test/50wtf1.mp4;fallen;(285.5, 402.5);(281.0, 395.5);(279.5, 407.5);(280.5, 390.25);(285.5, 430.25);(323.0, 406.5);(317.75, 434.0);(362.75, 397.0);(357.75, 443.25);(368.5, 373.5);(373.0, 385.75);(421.0, 401.5);(418.5, 430.75);(467.5, 354.0);(459.5, 402.5);(566.0, 335.5);(566.0, 428.0)
1.92;videos/cuts_test/50wtf1.mp4;fallen;(286.0, 402.75);(281.25, 395.5);(279.0, 408.5);(281.25, 390.0);(286.5, 431.0);(328.5, 407.5);(320.0, 433.75);(367.5, 399.75);(358.25, 442.0);(366.5, 376.5);(367.5, 384.0);(432.0, 395.5);(424.5, 425.75);(475.0, 355.75);(451.5, 410.0);(570.0, 336.5);(556.0, 431.75)
1.96;videos/cuts_test/50wtf1.mp4;fallen;(286.5, 402.0);(282.0, 395.5);(279.5, 407.75);(281.75, 390.75);(286.5, 430.0);(328.5, 406.0);(319.0, 431.5);(365.0, 397.0);(355.75, 442.0);(361.0, 376.5);(364.0, 386.5);(432.25, 395.25);(422.25, 425.0);(482.25, 358.5);(451.25, 413.75);(572.0, 340.0);(549.0, 442.75)
2.0;videos/cuts_test/50wtf1.mp4;fallen;(283.75, 401.75);(278.75, 395.0);(276.75, 407.5);(279.25, 390.0);(285.25, 427.5);(330.5, 404.25);(317.75, 429.75);(366.0, 400.0);(351.75, 444.0);(360.25, 382.25);(360.0, 389.75);(430.5, 396.5);(416.75, 429.0);(487.25, 358.75);(438.5, 418.75);(583.0, 350.5);(527.0, 457.5)
2.04;videos/cuts_test/50wtf1.mp4;fallen;(288.25, 400.5);(283.25, 392.5);(280.75, 405.5);(285.0, 385.75);(287.5, 427.0);(333.0, 402.0);(320.0, 428.75);(365.25, 399.0);(351.75, 442.5);(355.75, 381.75);(358.0, 388.0);(436.25, 399.0);(420.75, 433.0);(495.5, 366.0);(433.75, 427.0);(592.0, 363.5);(519.5, 475.0)
2.09;videos/cuts_test/50wtf1.mp4;fallen;(289.5, 400.25);(285.0, 393.75);(282.75, 405.0);(288.25, 390.0);(287.5, 426.0);(336.0, 401.25);(320.5, 430.0);(368.75, 401.0);(349.25, 445.25);(356.0, 383.5);(357.75, 390.25);(438.75, 406.25);(424.5, 441.5);(510.5, 388.5);(460.0, 472.75);(601.0, 385.5);(507.5, 473.5)
2.13;videos/cuts_test/50wtf1.mp4;fallen;(290.0, 399.5);(285.5, 393.25);(283.25, 404.0);(288.5, 390.25);(288.0, 424.25);(334.75, 402.25);(318.75, 429.25);(368.5, 404.75);(349.0, 445.5);(356.5, 392.0);(361.5, 397.75);(433.0, 405.5);(414.75, 436.25);(515.5, 397.75);(438.25, 456.0);(618.0, 407.0);(486.25, 516.0)
2.17;videos/cuts_test/50wtf1.mp4;fallen;(288.25, 400.0);(285.0, 393.75);(282.25, 404.5);(291.5, 389.0);(289.75, 423.5);(335.0, 400.75);(319.5, 429.75);(367.5, 405.25);(355.0, 445.0);(356.0, 395.0);(366.75, 403.75);(426.25, 403.5);(406.0, 433.25);(526.5, 413.5);(439.5, 461.0);(626.0, 436.5);(471.75, 513.0)
2.21;videos/cuts_test/50wtf1.mp4;fallen;(291.75, 401.25);(288.5, 394.5);(285.5, 404.75);(297.75, 389.5);(292.0, 424.5);(340.75, 401.75);(321.0, 429.5);(373.5, 406.0);(357.75, 447.0);(365.0, 401.25);(375.0, 419.0);(435.5, 407.25);(412.5, 434.25);(532.5, 432.0);(444.5, 463.5);(634.0, 461.0);(473.25, 514.0)
2.25;videos/cuts_test/50wtf1.mp4;fallen;(295.25, 401.5);(292.0, 394.25);(288.75, 405.0);(301.5, 388.75);(293.5, 425.0);(348.25, 404.25);(324.25, 429.0);(383.0, 425.0);(360.5, 447.5);(364.0, 419.5);(382.25, 431.25);(446.5, 409.0);(421.75, 434.0);(537.0, 437.0);(448.0, 464.0);(635.5, 457.25);(477.0, 516.5)
2.29;videos/cuts_test/50wtf1.mp4;fallen;(296.0, 401.0);(293.0, 393.75);(289.0, 404.0);(301.0, 388.5);(293.5, 425.25);(341.5, 414.0);(330.75, 431.75);(385.25, 445.25);(390.0, 454.0);(385.5, 450.25);(395.0, 448.5);(444.5, 412.5);(426.0, 435.0);(537.0, 430.0);(454.0, 458.5);(634.0, 449.5);(477.75, 512.0)
2.34;videos/cuts_test/50wtf1.mp4;fallen;(295.0, 401.0);(292.0, 394.0);(287.5, 404.25);(299.0, 388.75);(295.0, 426.25);(333.5, 420.25);(337.5, 428.0);(367.0, 449.5);(375.5, 445.75);(386.75, 466.0);(401.0, 460.5);(446.5, 415.25);(435.0, 433.0);(539.5, 429.25);(460.0, 454.5);(634.5, 448.25);(481.75, 508.0)
2.38;videos/cuts_test/50wtf1.mp4;fallen;(295.0, 401.25);(292.0, 393.75);(287.5, 404.5);(300.0, 388.5);(296.25, 426.0);(336.0, 418.5);(339.75, 427.25);(373.5, 451.0);(388.75, 446.75);(387.0, 462.0);(397.5, 458.5);(445.75, 414.25);(433.0, 432.75);(541.5, 429.75);(461.75, 458.5);(633.0, 449.5);(495.75, 515.0)
2.42;videos/cuts_test/50wtf1.mp4;fallen;(294.5, 401.75);(291.25, 394.0);(286.5, 404.75);(298.5, 387.75);(294.75, 425.0);(341.5, 413.0);(331.0, 428.0);(379.5, 441.25);(368.75, 446.0);(383.25, 452.5);(387.5, 452.5);(441.75, 413.0);(423.75, 434.5);(540.0, 430.25);(465.75, 460.25);(634.0, 449.75);(502.25, 512.0)
2.46;videos/cuts_test/50wtf1.mp4;fallen;(294.75, 401.25);(291.75, 394.25);(287.5, 405.0);(299.75, 388.0);(293.75, 424.25);(347.0, 408.0);(326.5, 428.5);(386.25, 431.75);(360.0, 447.5);(383.5, 446.5);(386.5, 449.5);(444.5, 411.0);(422.75, 434.75);(538.0, 429.0);(467.0, 459.5);(634.5, 450.5);(505.25, 515.5)
2.5;videos/cuts_test/50wtf1.mp4;fallen;(293.5, 401.5);(291.0, 394.75);(286.5, 405.0);(299.0, 389.25);(293.0, 424.0);(346.0, 408.75);(325.0, 428.0);(386.5, 431.75);(359.0, 447.25);(386.25, 437.5);(388.5, 443.25);(443.5, 411.5);(422.0, 435.0);(539.0, 428.0);(466.75, 460.0);(635.0, 449.25);(504.0, 515.0)
2.54;videos/cuts_test/50wtf1.mp4;fallen;(294.0, 401.25);(291.0, 394.25);(286.5, 404.75);(298.0, 388.25);(292.75, 424.0);(347.75, 406.0);(323.5, 428.5);(390.5, 425.75);(358.5, 447.5);(388.75, 433.25);(389.75, 442.25);(442.5, 409.75);(420.0, 434.75);(537.5, 426.75);(466.5, 459.25);(634.0, 449.0);(502.75, 516.5)
2.59;videos/cuts_test/50wtf1.mp4;fallen;(294.5, 401.25);(291.5, 394.25);(287.0, 404.75);(297.25, 388.0);(293.0, 423.75);(347.25, 406.75);(324.25, 428.5);(390.5, 427.0);(358.5, 447.25);(391.5, 436.5);(391.25, 443.5);(441.75, 411.0);(419.75, 435.5);(536.0, 427.0);(466.0, 460.0);(633.0, 449.5);(500.25, 517.5)
2.63;videos/cuts_test/50wtf1.mp4;fallen;(294.5, 401.0);(291.5, 394.25);(287.5, 404.5);(299.5, 388.25);(293.0, 424.0);(345.0, 409.0);(326.0, 428.5);(386.25, 433.0);(364.0, 447.0);(388.5, 444.0);(391.5, 447.0);(443.0, 410.75);(422.25, 434.0);(537.0, 427.0);(465.5, 459.5);(633.0, 449.75);(498.75, 518.5)
2.67;videos/cuts_test/50wtf1.mp4;fallen;(294.25, 401.0);(291.5, 394.0);(287.0, 404.75);(299.0, 387.75);(294.25, 424.5);(340.5, 412.5);(330.75, 428.5);(382.0, 440.75);(378.25, 446.0);(391.75, 450.75);(402.5, 449.0);(441.0, 412.25);(424.0, 433.75);(537.0, 427.75);(465.0, 459.5);(633.5, 450.25);(495.5, 518.0)
2.71;videos/cuts_test/50wtf1.mp4;fallen;(294.0, 402.0);(291.0, 394.75);(286.5, 405.25);(298.5, 387.75);(295.0, 425.0);(338.25, 414.5);(333.0, 427.5);(378.5, 444.25);(375.5, 446.25);(394.0, 455.5);(398.75, 455.25);(442.0, 412.5);(426.5, 433.0);(537.5, 427.75);(464.25, 459.75);(634.0, 450.0);(495.0, 519.0)
2.75;videos/cuts_test/50wtf1.mp4;fallen;(295.5, 401.5);(292.0, 394.25);(288.0, 404.75);(299.0, 388.0);(294.5, 425.0);(337.5, 414.0);(331.5, 426.5);(372.0, 440.5);(364.0, 443.25);(390.75, 458.25);(397.0, 459.5);(442.5, 412.25);(426.25, 432.75);(538.0, 427.5);(463.5, 459.75);(634.0, 450.5);(496.0, 520.0)
2.79;videos/cuts_test/50wtf1.mp4;fallen;(296.0, 401.5);(292.5, 394.25);(288.5, 404.75);(299.0, 387.75);(295.0, 424.75);(339.0, 412.75);(330.5, 426.75);(375.25, 438.5);(364.0, 443.75);(391.75, 455.0);(398.0, 456.75);(442.75, 412.25);(425.5, 433.5);(538.0, 427.5);(463.25, 459.75);(634.0, 450.75);(494.75, 520.0)
2.84;videos/cuts_test/50wtf1.mp4;fallen;(296.0, 401.5);(292.5, 394.25);(288.5, 404.5);(299.0, 388.0);(294.75, 424.75);(341.0, 412.0);(329.5, 427.75);(380.5, 437.0);(367.5, 444.5);(394.0, 452.75);(399.75, 454.0);(442.5, 412.75);(424.5, 434.75);(538.0, 427.75);(463.5, 460.5);(634.0, 450.5);(495.0, 519.5)
2.88;videos/cuts_test/50wtf1.mp4;fallen;(295.5, 401.5);(292.5, 394.25);(288.25, 404.5);(299.5, 388.0);(294.5, 424.75);(341.0, 412.25);(329.25, 427.75);(381.5, 437.25);(368.5, 444.25);(394.25, 452.25);(399.75, 453.0);(442.5, 412.5);(424.5, 434.25);(537.5, 427.75);(463.75, 460.0);(634.0, 450.5);(495.5, 520.0)
