time;vname;pose;bp0;bp1;bp2;bp3;bp4;bp5;bp6;bp7;bp8;bp9;bp10;bp11;bp12;bp13;bp14;bp15;bp16
0.47;videos/cuts_train/fall01.mp4;walk;(615.0, 212.75);(621.0, 205.62);(608.0, 207.5);(633.5, 207.25);(601.5, 212.25);(660.0, 249.75);(592.0, 254.62);(676.0, 301.5);(571.5, 306.0);(682.5, 346.5);(557.0, 354.5);(653.5, 354.5);(609.5, 355.5);(658.5, 424.75);(612.0, 424.0);(654.0, 492.0);(617.0, 491.0)
0.5;videos/cuts_train/fall01.mp4;walk;(616.5, 212.75);(622.0, 205.25);(609.0, 207.5);(633.5, 206.88);(602.5, 212.0);(660.5, 250.5);(592.5, 254.75);(675.0, 301.5);(571.5, 304.5);(681.0, 346.0);(556.0, 352.25);(653.5, 355.0);(609.5, 356.25);(655.5, 424.0);(612.0, 424.75);(650.0, 489.0);(616.5, 489.5)
0.53;videos/cuts_train/fall01.mp4;walk;(616.5, 212.5);(622.5, 205.25);(610.0, 207.0);(635.0, 206.5);(604.0, 211.38);(660.5, 250.88);(593.0, 254.5);(675.0, 302.0);(571.0, 304.5);(681.0, 346.5);(555.0, 351.25);(653.0, 355.0);(609.5, 356.25);(654.5, 424.5);(612.0, 425.5);(651.0, 489.75);(617.0, 489.5)
0.57;videos/cuts_train/fall01.mp4;walk;(618.0, 212.5);(623.5, 205.25);(611.0, 207.0);(635.5, 207.12);(604.5, 211.5);(660.0, 251.12);(593.5, 254.75);(674.5, 302.0);(572.0, 304.5);(681.0, 346.75);(555.5, 349.5);(653.0, 355.25);(610.0, 356.25);(654.5, 425.5);(613.5, 425.5);(652.0, 491.75);(619.0, 489.5)
0.6;videos/cuts_train/fall01.mp4;walk;(619.0, 212.62);(624.5, 205.62);(612.0, 207.38);(637.0, 207.25);(605.5, 211.75);(661.0, 250.75);(594.0, 254.5);(675.5, 302.75);(572.5, 304.0);(682.0, 348.75);(556.0, 347.25);(652.5, 355.5);(610.0, 356.0);(654.5, 427.25);(613.5, 425.5);(653.5, 496.0);(619.5, 491.5)
0.63;videos/cuts_train/fall01.mp4;walk;(620.0, 212.88);(625.5, 205.62);(613.0, 207.62);(638.0, 206.75);(607.0, 211.62);(662.0, 250.75);(596.0, 254.25);(677.0, 303.25);(572.5, 302.5);(684.0, 349.5);(556.5, 345.25);(652.0, 355.25);(610.0, 355.75);(653.0, 427.25);(614.0, 425.0);(653.5, 496.0);(622.0, 491.25)
0.67;videos/cuts_train/fall01.mp4;walk;(621.0, 213.12);(626.5, 205.75);(614.0, 207.5);(638.5, 206.75);(608.0, 211.25);(663.0, 251.12);(596.0, 254.12);(678.0, 303.25);(571.5, 300.75);(685.0, 348.5);(556.0, 342.75);(652.0, 355.25);(609.5, 355.75);(652.0, 426.0);(613.5, 425.0);(651.5, 493.5);(620.0, 489.5)
0.7;videos/cuts_train/fall01.mp4;walk;(622.0, 212.75);(628.0, 205.25);(615.5, 207.0);(640.5, 206.38);(609.0, 210.88);(664.0, 251.12);(597.0, 253.88);(679.0, 303.75);(573.5, 300.5);(685.0, 349.5);(557.0, 341.0);(652.5, 355.5);(610.0, 355.75);(652.0, 426.0);(613.5, 425.0);(651.0, 493.0);(619.0, 489.5)
0.73;videos/cuts_train/fall01.mp4;walk;(623.5, 212.0);(629.5, 204.5);(617.0, 206.25);(642.5, 206.25);(610.5, 210.0);(665.0, 251.88);(598.5, 253.75);(680.0, 304.5);(575.5, 300.5);(686.0, 349.75);(558.0, 340.25);(653.0, 355.5);(611.0, 355.5);(652.0, 425.5);(613.5, 425.0);(651.0, 492.75);(618.0, 489.75)
0.77;videos/cuts_train/fall01.mp4;walk;(624.5, 211.75);(631.0, 204.5);(618.5, 205.75);(645.0, 206.5);(612.5, 209.62);(666.5, 251.12);(599.5, 252.75);(682.0, 304.75);(577.0, 299.25);(688.5, 352.5);(560.0, 337.25);(654.0, 355.75);(611.5, 355.75);(652.5, 426.0);(614.0, 425.5);(651.5, 492.75);(619.5, 489.25)
0.8;videos/cuts_train/fall01.mp4;walk;(626.0, 211.25);(633.0, 204.25);(620.0, 205.12);(646.5, 207.25);(614.0, 209.5);(667.5, 251.0);(600.5, 252.5);(684.5, 304.5);(578.5, 298.5);(690.0, 353.0);(562.0, 336.25);(655.0, 355.5);(612.5, 355.5);(652.0, 425.5);(613.5, 425.25);(651.0, 492.5);(621.5, 489.0)
0.83;videos/cuts_train/fall01.mp4;walk;(626.5, 210.75);(634.0, 204.0);(621.0, 204.75);(648.5, 207.25);(616.0, 209.25);(668.5, 251.25);(602.0, 251.75);(685.0, 305.5);(580.5, 299.25);(691.5, 355.5);(564.0, 338.75);(655.5, 355.0);(613.0, 355.25);(654.0, 425.0);(611.5, 424.5);(652.5, 492.0);(622.0, 489.5)
0.87;videos/cuts_train/fall01.mp4;walk;(628.0, 210.75);(635.5, 204.0);(622.5, 204.62);(649.5, 207.12);(617.0, 208.88);(669.0, 251.25);(602.5, 251.75);(687.0, 305.25);(580.5, 299.5);(692.0, 355.75);(566.0, 338.75);(656.0, 355.25);(613.0, 355.0);(655.0, 425.0);(611.0, 424.5);(652.5, 491.75);(622.0, 489.5)
0.9;videos/cuts_train/fall01.mp4;walk;(629.5, 210.5);(636.5, 204.0);(623.5, 204.5);(650.0, 206.75);(618.0, 208.5);(669.0, 251.38);(603.0, 251.38);(687.0, 305.25);(582.0, 299.5);(692.5, 355.75);(567.5, 340.25);(656.0, 355.0);(613.0, 354.75);(655.0, 425.0);(610.0, 424.25);(652.5, 491.75);(622.0, 489.0)
0.93;videos/cuts_train/fall01.mp4;walk;(630.5, 210.38);(637.5, 203.75);(624.5, 204.25);(650.5, 206.12);(618.5, 207.75);(669.0, 251.25);(603.0, 251.12);(687.0, 305.0);(583.0, 299.75);(692.5, 356.25);(569.0, 340.25);(655.5, 355.0);(613.0, 354.5);(654.5, 425.25);(609.5, 424.5);(653.0, 492.5);(621.0, 488.5)
0.97;videos/cuts_train/fall01.mp4;walk;(630.5, 209.5);(637.5, 203.0);(625.0, 203.5);(650.5, 205.75);(618.5, 207.25);(669.5, 250.5);(603.5, 250.5);(687.0, 304.25);(584.5, 299.5);(692.0, 355.5);(572.0, 341.75);(655.5, 354.5);(612.5, 354.0);(654.0, 425.5);(610.0, 424.25);(653.5, 493.0);(623.0, 487.5)
1.0;videos/cuts_train/fall01.mp4;walk;(630.5, 209.0);(638.0, 202.25);(624.5, 202.75);(651.0, 204.88);(618.5, 206.38);(669.5, 250.12);(603.5, 249.75);(687.0, 303.75);(586.0, 299.25);(692.0, 355.5);(574.5, 342.5);(655.5, 354.5);(612.5, 354.0);(654.0, 426.0);(609.5, 424.25);(653.0, 494.0);(622.0, 488.25)
1.03;videos/cuts_train/fall01.mp4;walk;(630.0, 208.0);(637.5, 201.38);(624.0, 201.5);(651.0, 204.25);(618.0, 204.75);(669.0, 249.25);(603.5, 248.62);(686.5, 302.5);(587.0, 297.75);(690.0, 353.5);(578.0, 341.5);(655.0, 354.0);(612.5, 353.5);(653.0, 426.0);(609.0, 424.5);(653.5, 494.25);(622.5, 488.5)
1.07;videos/cuts_train/fall01.mp4;walk;(630.0, 207.0);(637.5, 200.5);(624.0, 200.5);(650.5, 203.62);(617.5, 204.0);(669.0, 248.0);(603.5, 247.62);(687.0, 300.75);(587.5, 296.5);(689.5, 353.0);(581.5, 341.75);(654.5, 353.5);(612.5, 353.0);(652.5, 425.5);(609.0, 424.0);(654.0, 494.5);(623.0, 488.5)
1.1;videos/cuts_train/fall01.mp4;walk;(630.0, 206.0);(637.0, 199.25);(624.0, 199.5);(650.0, 203.0);(616.5, 203.38);(668.5, 246.88);(603.5, 247.25);(687.0, 299.0);(588.0, 297.25);(688.0, 350.0);(581.5, 343.0);(654.0, 353.75);(611.5, 353.25);(651.5, 426.75);(608.5, 425.5);(652.0, 495.5);(622.5, 489.5)
1.13;videos/cuts_train/fall01.mp4;walk;(629.0, 204.88);(636.5, 198.0);(623.0, 198.5);(649.5, 202.0);(615.0, 203.0);(668.0, 246.0);(603.0, 246.88);(687.0, 298.0);(587.5, 297.25);(687.5, 349.5);(582.0, 343.5);(653.5, 353.75);(611.0, 353.0);(651.5, 427.0);(609.5, 426.0);(652.0, 496.5);(620.5, 491.5)
1.17;videos/cuts_train/fall01.mp4;walk;(627.5, 204.12);(635.0, 197.25);(621.5, 197.75);(648.5, 201.75);(614.0, 202.75);(667.5, 245.62);(602.5, 246.62);(685.0, 297.75);(588.5, 297.25);(685.5, 347.75);(583.0, 343.0);(653.0, 353.5);(610.5, 353.0);(651.0, 427.0);(611.5, 426.25);(652.0, 496.5);(619.0, 493.5)
1.2;videos/cuts_train/fall01.mp4;walk;(626.5, 203.5);(633.5, 196.75);(620.5, 197.25);(647.0, 201.38);(612.5, 202.25);(666.0, 245.62);(601.0, 246.75);(684.0, 297.0);(588.0, 297.75);(684.0, 346.5);(583.0, 344.0);(652.5, 353.5);(610.0, 353.0);(651.5, 427.5);(611.5, 426.75);(652.5, 497.25);(619.0, 496.25)
1.23;videos/cuts_train/fall01.mp4;walk;(626.0, 203.25);(633.0, 196.62);(619.5, 197.0);(645.5, 200.75);(611.5, 201.38);(665.0, 244.75);(599.0, 246.25);(683.5, 296.0);(586.5, 297.75);(681.5, 346.5);(583.5, 344.75);(652.5, 353.25);(609.5, 353.0);(651.5, 427.5);(612.0, 427.0);(652.5, 498.0);(618.0, 498.0)
1.27;videos/cuts_train/fall01.mp4;walk;(624.0, 203.25);(631.0, 196.25);(617.5, 196.75);(643.5, 200.25);(609.0, 201.5);(663.5, 244.25);(597.0, 246.25);(683.0, 295.25);(585.0, 297.5);(680.0, 346.5);(582.0, 345.0);(651.5, 353.25);(608.5, 353.25);(651.0, 427.5);(612.0, 427.5);(652.0, 498.5);(618.0, 499.5)
1.3;videos/cuts_train/fall01.mp4;walk;(621.5, 203.5);(629.0, 196.62);(615.0, 196.88);(641.5, 200.5);(607.0, 201.25);(661.5, 243.88);(595.5, 246.0);(682.0, 294.75);(585.0, 297.5);(679.0, 345.75);(580.0, 345.0);(650.5, 354.0);(608.0, 354.0);(650.5, 428.75);(611.5, 429.0);(652.5, 498.75);(617.5, 502.5)
1.33;videos/cuts_train/fall01.mp4;walk;(620.0, 203.0);(627.0, 196.12);(613.0, 196.5);(638.5, 200.25);(604.0, 201.25);(660.0, 244.62);(593.0, 246.5);(679.0, 296.25);(584.0, 298.0);(678.0, 346.5);(579.5, 345.25);(650.0, 354.5);(606.5, 354.5);(650.0, 429.5);(611.0, 430.0);(653.0, 498.0);(617.0, 504.0)
1.37;videos/cuts_train/fall01.mp4;walk;(617.0, 203.25);(624.0, 196.12);(610.0, 197.0);(635.0, 199.75);(601.5, 201.88);(658.5, 244.75);(590.5, 247.38);(677.0, 296.5);(582.0, 299.25);(676.5, 346.5);(578.0, 346.5);(648.5, 354.75);(605.0, 355.0);(650.0, 430.0);(611.0, 430.75);(652.5, 497.0);(617.5, 504.25)
1.4;videos/cuts_train/fall01.mp4;walk;(615.0, 203.12);(621.5, 195.75);(607.5, 197.0);(633.0, 199.0);(599.0, 202.0);(656.0, 244.75);(589.0, 248.5);(674.5, 296.75);(580.5, 300.5);(675.0, 347.75);(577.5, 346.5);(647.0, 355.0);(604.0, 356.0);(650.0, 430.25);(611.0, 431.75);(652.0, 496.75);(618.0, 504.75)
1.43;videos/cuts_train/fall01.mp4;walk;(611.5, 203.25);(618.0, 195.75);(604.0, 197.12);(630.0, 198.88);(595.5, 202.0);(654.5, 245.38);(586.5, 249.62);(672.5, 297.75);(577.0, 302.0);(674.5, 347.25);(573.0, 349.0);(646.5, 356.0);(602.5, 357.0);(649.0, 431.5);(611.0, 433.0);(651.5, 495.5);(618.0, 505.5)
1.47;videos/cuts_train/fall01.mp4;walk;(608.0, 203.12);(614.5, 195.5);(600.5, 196.88);(626.0, 198.38);(592.0, 201.75);(652.0, 244.75);(583.5, 249.88);(672.0, 297.75);(573.5, 302.25);(675.0, 347.25);(569.0, 349.5);(645.0, 356.25);(601.0, 357.75);(648.5, 431.75);(609.5, 434.0);(651.5, 496.5);(618.0, 505.5)
1.5;videos/cuts_train/fall01.mp4;walk;(605.5, 202.5);(612.0, 194.75);(597.5, 196.38);(623.5, 197.5);(589.0, 201.75);(649.5, 244.25);(580.0, 250.25);(668.5, 297.5);(570.0, 302.5);(673.5, 347.0);(567.0, 348.5);(643.5, 355.5);(599.0, 357.5);(648.0, 431.0);(608.0, 433.5);(651.0, 496.75);(618.5, 505.5)
1.53;videos/cuts_train/fall01.mp4;walk;(602.5, 202.0);(609.0, 194.25);(595.0, 196.25);(620.5, 197.75);(586.0, 202.25);(648.0, 244.12);(577.0, 250.12);(667.0, 296.75);(567.0, 303.25);(672.0, 346.25);(564.0, 349.75);(642.5, 355.75);(597.5, 358.0);(648.0, 431.0);(607.0, 434.0);(651.0, 497.5);(618.0, 506.0)
1.57;videos/cuts_train/fall01.mp4;walk;(599.5, 201.75);(606.0, 193.62);(591.0, 196.0);(618.0, 197.0);(582.5, 202.5);(647.0, 244.38);(574.5, 250.5);(665.0, 298.0);(564.0, 304.5);(671.0, 347.0);(560.0, 351.5);(642.0, 356.5);(596.0, 359.0);(648.0, 430.75);(606.5, 434.25);(650.0, 497.0);(618.5, 505.5)
1.6;videos/cuts_train/fall01.mp4;walk;(597.0, 200.75);(603.5, 193.38);(588.5, 195.38);(615.0, 196.5);(579.0, 202.0);(643.5, 243.0);(571.5, 251.0);(663.0, 298.0);(560.0, 306.75);(669.0, 348.0);(554.0, 354.75);(640.5, 356.5);(594.5, 359.5);(649.5, 431.25);(605.5, 435.0);(650.5, 499.0);(618.5, 505.25)
1.63;videos/cuts_train/fall01.mp4;walk;(595.0, 200.0);(601.0, 192.38);(586.5, 195.25);(613.5, 195.5);(577.0, 202.62);(642.0, 242.88);(569.0, 251.38);(661.5, 298.0);(557.5, 307.5);(667.5, 348.25);(551.0, 355.5);(639.5, 357.0);(593.0, 360.5);(649.5, 431.5);(604.0, 435.0);(651.0, 500.75);(618.0, 505.25)
1.67;videos/cuts_train/fall01.mp4;walk;(592.5, 199.5);(598.5, 192.0);(584.0, 194.62);(611.5, 195.5);(575.0, 202.5);(640.5, 243.25);(566.5, 251.88);(661.0, 297.75);(555.0, 309.25);(667.0, 348.5);(547.0, 357.5);(638.5, 357.0);(591.5, 360.5);(649.5, 432.0);(602.5, 435.5);(653.0, 503.0);(618.5, 506.0)
1.7;videos/cuts_train/fall01.mp4;walk;(591.0, 199.25);(597.0, 191.75);(582.5, 194.5);(609.5, 194.5);(573.5, 202.0);(638.0, 242.75);(565.0, 251.5);(658.0, 297.5);(551.0, 308.25);(665.5, 347.75);(540.0, 356.5);(636.0, 356.75);(589.5, 360.5);(646.0, 431.5);(600.5, 435.0);(651.0, 502.5);(618.5, 504.5)
1.73;videos/cuts_train/fall01.mp4;walk;(590.0, 199.5);(595.5, 190.88);(581.0, 194.25);(608.0, 194.0);(572.5, 202.38);(636.0, 243.5);(563.0, 250.5);(655.5, 297.5);(549.5, 304.5);(663.0, 347.5);(536.5, 352.0);(633.0, 357.0);(587.0, 360.25);(642.0, 431.25);(600.0, 435.5);(646.5, 500.25);(619.0, 504.0)
1.77;videos/cuts_train/fall01.mp4;walk;(588.5, 198.5);(594.5, 189.88);(579.5, 193.25);(607.5, 193.75);(570.0, 202.12);(634.0, 242.88);(560.5, 250.25);(654.0, 296.25);(545.0, 302.75);(661.0, 346.5);(532.0, 346.5);(631.0, 357.0);(584.5, 360.25);(638.0, 432.0);(599.0, 435.25);(645.0, 502.0);(618.5, 503.25)
1.8;videos/cuts_train/fall01.mp4;walk;(587.5, 197.5);(594.0, 189.12);(578.5, 192.25);(606.5, 193.5);(569.5, 201.38);(632.5, 242.62);(559.0, 249.5);(652.5, 296.25);(542.0, 302.25);(659.5, 347.0);(529.5, 348.0);(629.5, 357.0);(583.0, 360.25);(635.0, 433.75);(596.5, 436.0);(641.5, 504.75);(617.0, 503.5)
1.83;videos/cuts_train/fall01.mp4;walk;(586.5, 196.75);(592.5, 188.75);(577.5, 192.0);(605.5, 191.88);(568.0, 200.12);(631.0, 242.0);(558.0, 248.25);(651.0, 297.5);(541.5, 299.5);(659.0, 348.25);(528.0, 345.5);(627.0, 356.0);(581.5, 359.25);(633.0, 434.0);(594.5, 435.0);(639.0, 509.0);(615.5, 503.5)
1.87;videos/cuts_train/fall01.mp4;walk;(585.5, 196.25);(591.5, 188.25);(576.5, 191.38);(604.0, 191.0);(567.0, 199.0);(629.5, 241.62);(556.5, 247.38);(649.0, 297.5);(538.5, 296.5);(657.0, 349.5);(525.5, 341.75);(624.5, 356.5);(579.0, 359.25);(627.0, 435.0);(593.5, 436.25);(630.5, 511.0);(615.0, 504.75)
1.9;videos/cuts_train/fall01.mp4;walk;(584.0, 196.25);(590.5, 188.12);(575.0, 191.0);(603.0, 190.88);(565.0, 198.5);(628.0, 241.25);(555.0, 247.25);(648.0, 297.5);(538.0, 297.0);(656.0, 349.25);(525.0, 338.5);(623.0, 357.5);(577.5, 360.25);(622.5, 436.75);(592.0, 438.75);(624.5, 516.0);(615.0, 507.0)
1.93;videos/cuts_train/fall01.mp4;walk;(583.0, 195.5);(589.5, 187.62);(574.0, 190.25);(602.5, 191.0);(563.0, 197.75);(626.5, 241.0);(553.0, 246.5);(647.0, 296.5);(537.0, 297.0);(654.5, 349.25);(524.5, 338.75);(621.0, 358.5);(575.5, 361.0);(618.0, 440.0);(590.0, 442.0);(618.5, 522.0);(611.5, 507.25)
1.97;videos/cuts_train/fall01.mp4;walk;(582.0, 195.38);(588.5, 187.25);(572.5, 190.25);(602.0, 190.25);(562.5, 197.75);(626.0, 240.62);(552.5, 245.88);(646.5, 296.5);(536.5, 295.25);(653.5, 348.75);(524.5, 338.5);(619.5, 358.5);(574.0, 361.0);(614.0, 440.5);(589.5, 441.25);(611.5, 525.0);(609.0, 507.75)
2.0;videos/cuts_train/fall01.mp4;walk;(580.5, 195.0);(587.0, 186.88);(571.5, 190.0);(601.0, 189.75);(561.5, 197.75);(625.0, 240.5);(551.5, 244.88);(646.0, 297.0);(534.5, 294.75);(652.5, 349.0);(524.0, 340.25);(617.5, 359.0);(572.0, 360.5);(609.5, 442.0);(588.5, 440.0);(605.0, 528.5);(606.0, 507.0)
2.03;videos/cuts_train/fall01.mp4;walk;(579.5, 194.5);(586.5, 186.25);(570.5, 189.25);(600.5, 189.75);(560.5, 196.75);(624.5, 240.62);(550.0, 245.12);(645.0, 297.5);(534.0, 295.5);(651.0, 350.0);(526.0, 339.25);(617.0, 359.0);(571.0, 361.0);(608.5, 441.25);(588.0, 441.0);(601.0, 527.0);(612.0, 504.0)
2.07;videos/cuts_train/fall01.mp4;walk;(578.5, 193.88);(585.0, 185.88);(569.5, 188.75);(599.5, 189.5);(559.5, 196.38);(624.0, 240.75);(548.5, 245.25);(643.5, 298.5);(533.0, 297.5);(650.5, 351.5);(527.0, 344.0);(615.5, 359.0);(569.5, 361.5);(607.0, 441.5);(586.0, 441.75);(597.5, 529.0);(612.0, 504.0)
2.1;videos/cuts_train/fall01.mp4;walk;(577.0, 193.5);(584.0, 185.38);(568.5, 188.0);(598.0, 188.75);(559.5, 195.38);(623.0, 240.75);(547.5, 245.0);(642.5, 299.0);(533.0, 299.5);(650.0, 351.75);(529.0, 349.0);(614.5, 359.25);(568.0, 361.5);(608.0, 441.5);(585.5, 442.75);(597.0, 527.0);(612.0, 505.0)
2.13;videos/cuts_train/fall01.mp4;walk;(576.5, 193.0);(583.0, 185.0);(568.0, 187.25);(596.0, 187.75);(558.0, 193.25);(621.5, 241.0);(546.0, 244.25);(641.5, 299.75);(532.5, 300.0);(649.5, 352.25);(531.0, 351.5);(612.5, 359.0);(566.0, 361.5);(608.0, 441.5);(584.0, 442.25);(593.5, 528.5);(611.5, 500.5)
2.17;videos/cuts_train/fall01.mp4;walk;(574.5, 192.25);(581.5, 184.25);(566.0, 185.88);(595.5, 186.88);(556.5, 191.12);(620.5, 240.5);(544.5, 243.38);(640.0, 299.5);(532.0, 300.25);(649.0, 352.25);(533.5, 352.75);(610.5, 359.75);(563.5, 361.75);(606.0, 442.25);(580.5, 444.0);(595.0, 524.0);(609.5, 502.25)
2.2;videos/cuts_train/fall01.mp4;walk;(573.5, 190.5);(581.0, 182.5);(565.5, 184.12);(594.5, 185.0);(556.0, 189.12);(619.5, 239.75);(543.5, 241.88);(640.5, 299.5);(531.0, 300.75);(649.0, 352.75);(534.5, 353.75);(608.0, 360.5);(561.0, 361.75);(605.0, 444.5);(576.0, 445.25);(596.0, 524.0);(608.5, 502.5)
2.23;videos/cuts_train/fall01.mp4;walk;(571.5, 190.0);(579.5, 182.0);(563.5, 183.0);(593.5, 184.62);(554.0, 187.38);(617.5, 238.25);(542.0, 239.75);(640.0, 298.5);(528.5, 298.25);(649.0, 353.25);(532.0, 353.5);(606.0, 360.75);(558.0, 361.5);(604.5, 446.5);(571.0, 444.5);(596.0, 526.0);(607.0, 504.0)
2.27;videos/cuts_train/fall01.mp4;walk;(570.0, 188.75);(578.0, 180.88);(562.0, 181.88);(592.0, 183.5);(553.0, 186.25);(616.0, 238.0);(540.0, 239.25);(639.0, 298.75);(527.5, 299.5);(648.0, 354.25);(531.5, 357.25);(604.5, 361.5);(556.0, 362.5);(603.5, 447.5);(568.5, 447.0);(595.0, 528.0);(609.0, 503.5)
2.3;videos/cuts_train/fall01.mp4;walk;(567.5, 188.25);(575.5, 180.25);(559.0, 181.38);(591.0, 183.0);(550.5, 186.0);(614.5, 237.62);(538.0, 239.0);(638.5, 298.75);(523.5, 300.25);(647.0, 354.75);(528.5, 354.0);(602.5, 361.5);(553.5, 363.0);(601.0, 448.75);(565.0, 449.0);(595.0, 529.5);(606.0, 503.5)
2.33;videos/cuts_train/fall01.mp4;walk;(565.0, 187.5);(573.5, 179.75);(557.0, 180.38);(588.5, 183.25);(548.0, 185.0);(612.5, 236.5);(537.0, 238.5);(636.5, 299.0);(521.0, 297.75);(645.5, 356.25);(525.0, 350.25);(601.0, 361.0);(552.0, 362.25);(599.5, 449.5);(561.5, 448.5);(595.0, 533.0);(601.0, 496.5)
